Timestamp,Millis,Temp_C,Lux,Distance_CM,System_Mode,Deviation_Active,Deviation_Fixed_Sec
4/19/2026 0:39,3207,22.25,43,18.87,1,1,
4/19/2026 0:39,4304,22.25,43,24.26,1,1,
4/19/2026 0:39,5402,22.25,43,17.27,1,1,
4/19/2026 0:39,6500,22.25,43,16.34,1,1,
4/19/2026 0:39,7597,22.31,43,16.34,1,1,
4/19/2026 0:39,8694,22.25,43,17.29,1,1,
4/19/2026 0:39,9791,22.25,43,17.29,1,1,
4/19/2026 0:39,10889,22.25,43,16.34,1,1,
4/19/2026 0:39,11985,22.25,43,16.32,1,1,
4/19/2026 0:39,13084,22.25,43,29.26,1,1,
4/19/2026 0:39,14182,22.25,43,18.29,1,1,
4/19/2026 0:39,15279,22.31,43,16.34,1,1,
4/19/2026 0:39,16376,22.25,43,16.01,1,1,
4/19/2026 0:39,17474,22.25,43,28.02,1,1,
4/19/2026 0:39,18572,22.25,43,16.97,1,1,
4/19/2026 0:39,19668,22.31,43,18.24,1,1,
4/19/2026 0:39,20766,22.31,43,16.66,1,1,
4/19/2026 0:39,21864,22.25,43,15.44,1,1,
4/19/2026 0:39,22961,22.25,43,17.92,1,1,
4/19/2026 0:39,24058,22.25,43,17.07,1,1,
4/19/2026 0:39,25156,22.25,43,16.97,1,1,
4/19/2026 0:39,26253,22.25,43,19.19,1,1,
4/19/2026 0:39,27351,22.25,43,17.07,1,1,
4/19/2026 0:39,28448,22.25,43,16.01,1,1,
4/19/2026 0:39,29545,22.25,43,17.02,1,1,
4/19/2026 0:39,30643,22.31,43,17.29,1,1,
4/19/2026 0:39,31740,22.25,43,18.87,1,1,
4/19/2026 0:39,32837,22.31,43,16.01,1,1,
4/19/2026 0:39,33935,22.25,43,16.97,1,1,
4/19/2026 0:39,35032,22.25,43,15.35,1,1,
4/19/2026 0:39,36129,22.25,43,15.45,1,1,
4/19/2026 0:39,37227,22.25,43,16.12,1,1,
4/19/2026 0:39,38324,22.25,43,16.97,1,1,
4/19/2026 0:39,39421,22.25,43,25.99,1,1,
4/19/2026 0:39,40519,22.25,43,15.69,1,1,
4/19/2026 0:39,41616,22.25,43,16.01,1,1,
4/19/2026 0:39,42714,22.25,43,16.12,1,1,
4/19/2026 0:39,43811,22.25,43,16.03,1,1,
4/19/2026 0:39,44908,22.25,43,17.02,1,1,
4/19/2026 0:39,46006,22.25,43,18.77,1,1,
4/19/2026 0:39,47104,22.25,43,27.15,1,1,
4/19/2026 0:39,48201,22.25,43,18.14,1,1,
4/19/2026 0:39,49299,22.25,43,15.71,1,1,
4/19/2026 0:39,50397,22.25,43,22.93,1,1,
4/19/2026 0:39,51493,22.25,43,16.66,1,1,
4/19/2026 0:39,52591,22.25,43,17.92,1,1,
4/19/2026 0:40,53689,22.25,43,16.98,1,1,
4/19/2026 0:40,54786,22.25,43,17.29,1,1,
4/19/2026 0:40,55883,22.25,43,25.14,1,1,
4/19/2026 0:40,56981,22.25,43,22.66,1,1,
4/19/2026 0:40,58079,22.25,43,20.14,1,1,
4/19/2026 0:40,59176,22.25,43,16.01,1,1,
4/19/2026 0:40,60273,22.25,43,17.29,1,1,
4/19/2026 0:40,61371,22.25,43,16.06,1,1,
4/19/2026 0:40,62469,22.25,43,16.97,1,1,
4/19/2026 0:40,63565,22.25,43,16.97,1,1,
4/19/2026 0:40,64663,22.25,43,15.71,1,1,
4/19/2026 0:40,65761,22.25,43,16.66,1,1,
4/19/2026 0:40,66857,22.25,43,16.64,1,1,
4/19/2026 0:40,67955,22.25,43,22.83,1,1,
4/19/2026 0:40,69053,22.25,43,16.44,1,1,
4/19/2026 0:40,70150,22.25,43,16.97,1,1,
4/19/2026 0:40,71247,22.25,43,16.97,1,1,
4/19/2026 0:40,72345,22.25,43,17.29,1,1,
4/19/2026 0:40,73443,22.25,43,20.47,1,1,
4/19/2026 0:40,74540,22.25,43,16.34,1,1,
4/19/2026 0:40,75637,22.25,43,17.6,1,1,
4/19/2026 0:40,76735,22.25,43,18.94,1,1,
4/19/2026 0:40,77832,22.25,43,16.01,1,1,
4/19/2026 0:40,78929,22.25,43,18.24,1,1,
4/19/2026 0:40,80027,22.25,43,15.71,1,1,
4/19/2026 0:40,81124,22.25,43,17.94,1,1,
4/19/2026 0:40,82848,22.25,43,18.87,1,1,
4/19/2026 0:40,83945,22.25,43,16.66,1,1,
4/19/2026 0:40,85043,22.25,43,19.19,1,1,
4/19/2026 0:40,86139,22.25,43,15.71,1,1,
4/19/2026 0:40,87237,22.25,43,22.64,1,1,
4/19/2026 0:40,88335,22.25,43,16.98,1,1,
4/19/2026 0:40,89433,22.25,43,23.12,1,1,
4/19/2026 0:40,90530,22.25,43,16.01,1,1,
4/19/2026 0:40,91627,22.25,43,16.01,1,1,
4/19/2026 0:40,92725,22.25,43,16.01,1,1,
4/19/2026 0:40,93821,22.25,43,16.97,1,1,
4/19/2026 0:40,94919,22.25,43,19.19,1,1,
4/19/2026 0:40,96017,22.25,43,19.19,1,1,
4/19/2026 0:40,97114,22.25,43,16.64,1,1,
4/19/2026 0:40,98211,22.25,43,16.64,1,1,
4/19/2026 0:40,99309,22.25,43,17.92,1,1,
4/19/2026 0:40,100406,22.19,43,15.69,1,1,
4/19/2026 0:40,101504,22.25,43,18.55,1,1,
4/19/2026 0:40,102601,22.25,43,23.41,1,1,
4/19/2026 0:40,103700,22.25,43,29.65,1,1,
4/19/2026 0:40,104797,22.25,43,18.24,1,1,
4/19/2026 0:40,105894,22.25,43,16.12,1,1,
4/19/2026 0:40,106992,22.25,43,16.01,1,1,
4/19/2026 0:40,108090,22.25,43,24.38,1,1,
4/19/2026 0:40,109188,22.25,43,20.14,1,1,
4/19/2026 0:40,110285,22.25,43,20.14,1,1,
4/19/2026 0:40,111383,22.25,43,22.93,1,1,
4/19/2026 0:41,112480,22.25,43,16.64,1,1,
4/19/2026 0:41,113577,22.25,43,16.66,1,1,
4/19/2026 0:41,114675,22.25,43,16.66,1,1,
4/19/2026 0:41,115773,22.25,43,27.83,1,1,
4/19/2026 0:41,116871,22.25,43,18.24,1,1,
4/19/2026 0:41,117968,22.25,43,29.51,1,1,
4/19/2026 0:41,119066,22.19,43,16.97,1,1,
